record_id,date,mandi_id,crop_name,min_price,max_price,modal_price,msp,date_dt,date_str,is_price_crash,price_gap_vs_msp,price_ratio,mandi_name,district,state
PR006150,2026/01/27,MANDI034,Maize,1838.0,2111.0,1838.0,2090.0,2026-01-27,2026-01-27,True,-252.0,0.879,Ludhiana Grain Market,Ambala,Haryana
PR009584,27-Jan-2026,MANDI010,Rice,2020.3,2288.65,2154.47,2183.0,2026-01-27,2026-01-27,True,-28.53,0.987,Dhule APMC,Jalandhar,Punjab
PR000978,27/01/2026,MANDI001,Cotton,6516.0,7781.87,7148.89,6620.0,2026-01-27,2026-01-27,False,528.89,1.08,Hyderabad Mandi,Ludhiana,Punjab
PR008736,01-27-2026,MANDI053,Rice,2062.0,2432.96,2247.71,2183.0,2026-01-27,2026-01-27,False,64.71,1.03,Panihati Market,Saharanpur,Uttar Pradesh
PR003331,01-27-2026,MANDI015,Sugarcane,3475.0,3700.9,3587.86,3500.0,2026-01-27,2026-01-27,False,87.86,1.025,Amravati Grain Market,Bathinda,Punjab
PR009973,2026/01/27,MANDI001,Cotton,6126.87,6962.571000000001,6631.02,6620.0,2026-01-27,2026-01-27,False,11.02,1.002,Hyderabad Mandi,Ludhiana,Punjab
PR009496,2026-01-27,MANDI021,Wheat,2251.66,2423.8725,2308.45,2275.0,2026-01-27,2026-01-27,False,33.45,1.015,Guna Mandi,Ferozepur,Punjab
PR008453,2026/01/27,MANDI032,Rice,2149.69,2320.41,2235.0,2183.0,2026-01-27,2026-01-27,False,52.0,1.024,Chapra Grain Market,Ambala,Haryana
PR000209,2026-01-27,MANDI051,Maize,2136.39,2619.0,2378.0,2090.0,2026-01-27,2026-01-27,False,288.0,1.138,Gulbarga Market,Saharanpur,Uttar Pradesh
PR007861,27/01/2026,MANDI053,Maize,2012.0,2216.0,2114.0,2090.0,2026-01-27,2026-01-27,False,24.0,1.011,Panihati Market,Saharanpur,Uttar Pradesh
PR002019,01-27-2026,MANDI003,Wheat,2347.0,2660.0,2503.84,2275.0,2026-01-27,2026-01-27,False,228.84,1.101,Vijayawada Mandi,Ludhiana,Punjab
PR004627,2026/01/27,MANDI017,Mustard,5761.0,6595.0,6177.9,5650.0,2026-01-27,2026-01-27,False,527.9,1.093,Parbhani Market,Patiala,Punjab
PR007801,27/01/2026,MANDI023,Maize,1885.0,2008.21,1946.58,2090.0,2026-01-27,2026-01-27,True,-143.42,0.931,Panihati APMC,Karnal,Haryana
PR002331,2026/01/27,MANDI001,Mustard,5053.0,5789.34,5421.35,5650.0,2026-01-27,2026-01-27,True,-228.65,0.96,Hyderabad Mandi,Ludhiana,Punjab
PR005351,2026/01/27,MANDI055,Wheat,2021.35,2132.5,2077.0,2275.0,2026-01-27,2026-01-27,True,-198.0,0.913,Chandigarh APMC,Bareilly,Uttar Pradesh
PR002034,2026-01-27,MANDI030,Mustard,4975.1,6146.0,5560.78,5650.0,2026-01-27,2026-01-27,True,-89.22,0.984,Patiala APMC,Sirsa,Haryana
PR010017,2026/01/27,MANDI029,Maize,1938.76,2170.03,2054.4,2090.0,2026-01-27,2026-01-27,True,-35.6,0.983,Asansol Grain Market,Sirsa,Haryana
PR000066,01-27-2026,MANDI005,Wheat,2057.66,2498.12,2278.0,2275.0,2026-01-27,2026-01-27,False,3.0,1.001,Bhilwara Grain Market,Amritsar,Punjab
PR006186,01-27-2026,MANDI007,Wheat,2173.52,2535.93,2355.0,2275.0,2026-01-27,2026-01-27,False,80.0,1.035,Nashik Mandi,Amritsar,Punjab
PR003478,2026/01/27,MANDI026,Cotton,5948.0,7225.0,6586.28,6620.0,2026-01-27,2026-01-27,True,-33.72,0.995,Tadipatri Mandi,Hisar,Haryana
PR005507,27/01/2026,MANDI056,Rice,1989.0,2280.16,2134.74,2183.0,2026-01-27,2026-01-27,True,-48.26,0.978,Bilaspur Mandi,Bareilly,Uttar Pradesh
PR010265,27/01/2026,MANDI026,Sugarcane,3021.03,3501.46,3261.24,3500.0,2026-01-27,2026-01-27,True,-238.76,0.932,Tadipatri Mandi,Hisar,Haryana
PR000047,2026-01-27,MANDI017,Mustard,5909.0,6828.0,6368.0,5650.0,2026-01-27,2026-01-27,False,718.0,1.127,Parbhani Market,Patiala,Punjab
PR009135,27.01.2026,MANDI023,Rice,2015.53,2419.0,2217.18,2183.0,2026-01-27,2026-01-27,False,34.18,1.016,Panihati APMC,Karnal,Haryana
PR001038,2026/01/27,MANDI051,Cotton,5984.42,7250.41,6617.41,6620.0,2026-01-27,2026-01-27,True,-2.59,1.0,Gulbarga Market,Saharanpur,Uttar Pradesh
PR005271,2026/01/27,MANDI045,Wheat,2296.15,2510.0,2417.0,2275.0,2026-01-27,2026-01-27,False,142.0,1.062,Farrukhabad Mandi,Meerut,Uttar Pradesh
PR011424,2026-01-27,MANDI024,Maize,1942.54,2085.14,2013.84,2090.0,2026-01-27,2026-01-27,True,-76.16,0.964,Jaipur Mandi,Karnal,Haryana
PR008919,27-Jan-2026,MANDI048,Mustard,5027.45,5507.97,5267.71,5650.0,2026-01-27,2026-01-27,True,-382.29,0.932,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
PR004850,2026/01/28,MANDI036,Wheat,2021.63,2299.5,2160.56,2275.0,2026-01-28,2026-01-28,True,-114.44,0.95,Mysore Grain Market,Kurukshetra,Haryana
PR009315,2026/01/28,MANDI001,Rice,1871.18,2001.38,1936.28,2183.0,2026-01-28,2026-01-28,True,-246.72,0.887,Hyderabad Mandi,Ludhiana,Punjab
PR011354,01-28-2026,MANDI046,Maize,2144.04,2452.44,2298.24,2090.0,2026-01-28,2026-01-28,False,208.24,1.1,Baranagar Market,Muzaffarnagar,Uttar Pradesh
PR003571,01-28-2026,MANDI035,Wheat,2327.89,2897.0,2612.6,2275.0,2026-01-28,2026-01-28,False,337.6,1.148,Guntakal Mandi,Ambala,Haryana
PR001451,2026/01/28,MANDI005,Cotton,6907.41,8319.71,7613.56,6620.0,2026-01-28,2026-01-28,False,993.56,1.15,Bhilwara Grain Market,Amritsar,Punjab
PR005746,2026-01-28,MANDI007,Rice,2218.31,2342.0,2280.28,2183.0,2026-01-28,2026-01-28,False,97.28,1.045,Nashik Mandi,Amritsar,Punjab
PR002508,28/01/2026,MANDI012,Mustard,5092.12,5798.0,5445.0,5650.0,2026-01-28,2026-01-28,True,-205.0,0.964,Gaya Grain Market,Patiala,Punjab
PR010720,28/01/2026,MANDI010,Rice,2271.0,2698.98,2485.0,2183.0,2026-01-28,2026-01-28,False,302.0,1.138,Dhule APMC,Jalandhar,Punjab
PR002053,28.01.2026,MANDI045,Rice,2064.0,2376.0,2220.17,2183.0,2026-01-28,2026-01-28,False,37.17,1.017,Farrukhabad Mandi,Meerut,Uttar Pradesh
PR011848,28.01.2026,MANDI050,Sugarcane,3110.69,3605.12,3358.0,3500.0,2026-01-28,2026-01-28,True,-142.0,0.959,Durg Market,Muzaffarnagar,Uttar Pradesh
PR005902,2026-01-28,MANDI001,Mustard,5216.04,5953.0,5584.47,5650.0,2026-01-28,2026-01-28,True,-65.53,0.988,Hyderabad Mandi,Ludhiana,Punjab
PR001129,28.01.2026,MANDI011,Maize,1975.55,2106.32,2040.94,2090.0,2026-01-28,2026-01-28,True,-49.06,0.977,Arrah Mandi,Patiala,Punjab
PR010865,2026-01-28,MANDI012,Rice,1995.13,2322.81,2158.97,2183.0,2026-01-28,2026-01-28,True,-24.03,0.989,Gaya Grain Market,Patiala,Punjab
PR000940,28.01.2026,MANDI032,Wheat,2278.0,2771.14,2524.45,2275.0,2026-01-28,2026-01-28,False,249.45,1.11,Chapra Grain Market,Ambala,Haryana
PR002288,2026/01/28,MANDI051,Mustard,4883.0,5867.48,5375.19,5650.0,2026-01-28,2026-01-28,True,-274.81,0.951,Gulbarga Market,Saharanpur,Uttar Pradesh
PR000715,28/01/2026,MANDI015,Maize,1873.0,2047.74,1961.0,2090.0,2026-01-28,2026-01-28,True,-129.0,0.938,Amravati Grain Market,Bathinda,Punjab
PR004112,01-28-2026,MANDI001,Maize,2113.0,2277.0,2194.64,2090.0,2026-01-28,2026-01-28,False,104.64,1.05,Hyderabad Mandi,Ludhiana,Punjab
PR006911,28/01/2026,MANDI056,Rice,2068.53,2572.18,2320.35,2183.0,2026-01-28,2026-01-28,False,137.35,1.063,Bilaspur Mandi,Bareilly,Uttar Pradesh
PR004245,2026-01-28,MANDI046,Wheat,2330.49,2525.0,2427.97,2275.0,2026-01-28,2026-01-28,False,152.97,1.067,Baranagar Market,Muzaffarnagar,Uttar Pradesh
PR000289,28.01.2026,MANDI015,Maize,1917.955,2241.0,2018.9,2090.0,2026-01-28,2026-01-28,True,-71.1,0.966,Amravati Grain Market,Bathinda,Punjab
PR000643,2026-01-28,MANDI020,Sugarcane,3126.92,3733.51,3430.21,3500.0,2026-01-28,2026-01-28,True,-69.79,0.98,Kadapa Mandi,Ferozepur,Punjab
PR006824,28/01/2026,MANDI008,Rice,2175.34,2330.16,2252.75,2183.0,2026-01-28,2026-01-28,False,69.75,1.032,Bijapur Market,Amritsar,Punjab
PR001450,28/01/2026,MANDI034,Sugarcane,3247.15,3668.96,3458.0,3500.0,2026-01-28,2026-01-28,True,-42.0,0.988,Ludhiana Grain Market,Ambala,Haryana
PR003681,2026/01/28,MANDI004,Sugarcane,3633.32,3883.48,3758.4,3500.0,2026-01-28,2026-01-28,False,258.4,1.074,Khandwa Grain Market,Ludhiana,Punjab
PR006464,2026/01/28,MANDI020,Rice,2148.0,2536.91,2342.42,2183.0,2026-01-28,2026-01-28,False,159.42,1.073,Kadapa Mandi,Ferozepur,Punjab
PR001029,28-Jan-2026,MANDI032,Sugarcane,3162.09,3370.91,3266.5,3500.0,2026-01-28,2026-01-28,True,-233.5,0.933,Chapra Grain Market,Ambala,Haryana
PR011747,28-Jan-2026,MANDI001,Sugarcane,3104.43,3359.0,3231.83,3500.0,2026-01-28,2026-01-28,True,-268.17,0.923,Hyderabad Mandi,Ludhiana,Punjab
PR002453,28-Jan-2026,MANDI052,Mustard,5111.46,5579.0,5345.21,5650.0,2026-01-28,2026-01-28,True,-304.79,0.946,Kakinada APMC,Saharanpur,Uttar Pradesh
PR003470,2026-01-28,MANDI011,Wheat,2030.12,2241.5,2136.0,2275.0,2026-01-28,2026-01-28,True,-139.0,0.939,Arrah Mandi,Patiala,Punjab
PR006752,28.01.2026,MANDI051,Maize,2091.4,2574.2,2332.8,2090.0,2026-01-28,2026-01-28,False,242.8,1.116,Gulbarga Market,Saharanpur,Uttar Pradesh
PR007545,2026-01-28,MANDI045,Maize,2016.15,2284.03,2150.0,2090.0,2026-01-28,2026-01-28,False,60.0,1.029,Farrukhabad Mandi,Meerut,Uttar Pradesh
PR007675,2026-01-28,MANDI027,Sugarcane,3257.69,3901.73,3580.0,3500.0,2026-01-28,2026-01-28,False,80.0,1.023,Kochi APMC,Hisar,Haryana
PR010048,2026/01/28,MANDI037,Cotton,6714.590499999999,7619.93,7067.99,6620.0,2026-01-28,2026-01-28,False,447.99,1.068,Jorhat Grain Market,Kurukshetra,Haryana
PR002975,2026-01-28,MANDI030,Sugarcane,3149.7,3934.19,3542.0,3500.0,2026-01-28,2026-01-28,False,42.0,1.012,Patiala APMC,Sirsa,Haryana
PR009695,28.01.2026,MANDI001,Cotton,6860.47,7644.55,7252.51,6620.0,2026-01-28,2026-01-28,False,632.51,1.096,Hyderabad Mandi,Ludhiana,Punjab
PR011585,2026-01-28,MANDI016,Sugarcane,3395.0,3710.84,3552.76,3500.0,2026-01-28,2026-01-28,False,52.76,1.015,Kulti APMC,Bathinda,Punjab
PR007954,28.01.2026,MANDI030,Sugarcane,3259.0,3585.1,3422.0,3500.0,2026-01-28,2026-01-28,True,-78.0,0.978,Patiala APMC,Sirsa,Haryana
PR004623,2026-01-28,MANDI053,Wheat,1983.85,2390.0,2187.15,2275.0,2026-01-28,2026-01-28,True,-87.85,0.961,Panihati Market,Saharanpur,Uttar Pradesh
PR006036,01-28-2026,MANDI031,Cotton,6721.0,7311.0,7015.96,6620.0,2026-01-28,2026-01-28,False,395.96,1.06,Nangloi Jat Mandi,Sirsa,Haryana
PR009134,01-28-2026,MANDI014,Cotton,5922.99,6624.975,6309.5,6620.0,2026-01-28,2026-01-28,True,-310.5,0.953,Bathinda Grain Market,Patiala,Punjab
PR000549,2026/01/28,MANDI001,Rice,1884.0,2223.77,2054.0,2183.0,2026-01-28,2026-01-28,True,-129.0,0.941,Hyderabad Mandi,Ludhiana,Punjab
PR011357,01-28-2026,MANDI001,Rice,2237.6,2438.74,2338.17,2183.0,2026-01-28,2026-01-28,False,155.17,1.071,Hyderabad Mandi,Ludhiana,Punjab
PR006207,28-Jan-2026,MANDI038,Rice,2051.55,2459.93,2255.74,2183.0,2026-01-28,2026-01-28,False,72.74,1.033,Jalandhar Mandi,Kurukshetra,Haryana
PR009648,2026/01/28,MANDI021,Cotton,6904.0,7284.0,7094.0,6620.0,2026-01-28,2026-01-28,False,474.0,1.072,Guna Mandi,Ferozepur,Punjab
PR003185,28/01/2026,MANDI044,Rice,2171.92,2317.44,2244.68,2183.0,2026-01-28,2026-01-28,False,61.68,1.028,Dehri Mandi,Agra,Uttar Pradesh
PR007682,28.01.2026,MANDI049,Rice,1904.83,2013.65,1959.24,2183.0,2026-01-28,2026-01-28,True,-223.76,0.897,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh
PR000445,2026-01-28,MANDI002,Maize,1792.3,2208.31,2000.0,2090.0,2026-01-28,2026-01-28,True,-90.0,0.957,Solapur Mandi,Ludhiana,Punjab
PR011974,28-Jan-2026,MANDI001,Mustard,5469.0,6109.0,5789.18,5650.0,2026-01-28,2026-01-28,False,139.18,1.025,Hyderabad Mandi,Ludhiana,Punjab
PR010245,01-28-2026,MANDI050,Sugarcane,3352.55,4072.0,3712.31,3500.0,2026-01-28,2026-01-28,False,212.31,1.061,Durg Market,Muzaffarnagar,Uttar Pradesh
PR001908,28/01/2026,MANDI015,Rice,1902.02,2244.56,2073.29,2183.0,2026-01-28,2026-01-28,True,-109.71,0.95,Amravati Grain Market,Bathinda,Punjab
PR000088,2026-01-28,MANDI023,Sugarcane,3098.74,3762.77,3431.0,3500.0,2026-01-28,2026-01-28,True,-69.0,0.98,Panihati APMC,Karnal,Haryana
PR000293,01-28-2026,MANDI006,Rice,2046.0,2533.0,2289.66,2183.0,2026-01-28,2026-01-28,False,106.66,1.049,Kochi Mandi,Amritsar,Punjab
PR010175,2026-01-28,MANDI014,Maize,1842.27,2263.19,2053.0,2090.0,2026-01-28,2026-01-28,True,-37.0,0.982,Bathinda Grain Market,Patiala,Punjab
PR001009,2026-01-29,MANDI001,Maize,2079.84,2418.8535,2303.67,2090.0,2026-01-29,2026-01-29,False,213.67,1.102,Hyderabad Mandi,Ludhiana,Punjab
PR003676,29.01.2026,MANDI056,Cotton,6683.25,7364.57,7023.91,6620.0,2026-01-29,2026-01-29,False,403.91,1.061,Bilaspur Mandi,Bareilly,Uttar Pradesh
PR001356,29/01/2026,MANDI022,Rice,2143.11,2261.0,2202.0,2183.0,2026-01-29,2026-01-29,False,19.0,1.009,Eluru APMC,Karnal,Haryana
PR003649,29-Jan-2026,MANDI001,Wheat,2078.65,2590.26,2334.45,2275.0,2026-01-29,2026-01-29,False,59.45,1.026,Hyderabad Mandi,Ludhiana,Punjab
PR004233,29-Jan-2026,MANDI049,Rice,2082.58,2383.8255,2270.31,2183.0,2026-01-29,2026-01-29,False,87.31,1.04,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh
PR008627,2026-01-29,MANDI040,Mustard,5649.8,6924.76,6287.0,5650.0,2026-01-29,2026-01-29,False,637.0,1.113,Jodhpur Market,Fatehabad,Haryana
PR010845,01-29-2026,MANDI027,Rice,1920.1875,2173.31,2021.25,2183.0,2026-01-29,2026-01-29,True,-161.75,0.926,Kochi APMC,Hisar,Haryana
PR008232,01-29-2026,MANDI029,Wheat,2281.34,2546.0,2413.63,2275.0,2026-01-29,2026-01-29,False,138.63,1.061,Asansol Grain Market,Sirsa,Haryana
PR005855,29-Jan-2026,MANDI054,Maize,2044.0,2475.68,2260.0,2090.0,2026-01-29,2026-01-29,False,170.0,1.081,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh
PR000860,29.01.2026,MANDI033,Cotton,6532.22,7037.65,6785.0,6620.0,2026-01-29,2026-01-29,False,165.0,1.025,South Dumdum Grain Market,Ambala,Haryana
PR004847,01-29-2026,MANDI056,Rice,2213.0,2550.65,2382.0,2183.0,2026-01-29,2026-01-29,False,199.0,1.091,Bilaspur Mandi,Bareilly,Uttar Pradesh
PR001781,2026-01-29,MANDI001,Sugarcane,3328.0,3670.0230000000006,3495.26,3500.0,2026-01-29,2026-01-29,True,-4.74,0.999,Hyderabad Mandi,Ludhiana,Punjab
PR004355,2026-01-29,MANDI022,Cotton,6712.26,8180.0,7446.09,6620.0,2026-01-29,2026-01-29,False,826.09,1.125,Eluru APMC,Karnal,Haryana
PR004801,29/01/2026,MANDI056,Sugarcane,3011.58,3759.46,3385.52,3500.0,2026-01-29,2026-01-29,True,-114.48,0.967,Bilaspur Mandi,Bareilly,Uttar Pradesh
PR005655,29/01/2026,MANDI055,Cotton,6378.71,7343.33,6861.02,6620.0,2026-01-29,2026-01-29,False,241.02,1.036,Chandigarh APMC,Bareilly,Uttar Pradesh
PR011432,2026/01/29,MANDI050,Sugarcane,3572.0,3831.2,3701.43,3500.0,2026-01-29,2026-01-29,False,201.43,1.058,Durg Market,Muzaffarnagar,Uttar Pradesh
PR010177,2026-01-29,MANDI051,Sugarcane,3580.92,3766.17,3674.0,3500.0,2026-01-29,2026-01-29,False,174.0,1.05,Gulbarga Market,Saharanpur,Uttar Pradesh
PR010820,2026/01/29,MANDI053,Sugarcane,3647.2,4022.68,3834.94,3500.0,2026-01-29,2026-01-29,False,334.94,1.096,Panihati Market,Saharanpur,Uttar Pradesh
PR010908,29-Jan-2026,MANDI048,Rice,2008.86,2184.69,2096.77,2183.0,2026-01-29,2026-01-29,True,-86.23,0.96,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
PR001120,2026-01-29,MANDI051,Sugarcane,3046.0,3702.57,3374.33,3500.0,2026-01-29,2026-01-29,True,-125.67,0.964,Gulbarga Market,Saharanpur,Uttar Pradesh
PR004956,29-Jan-2026,MANDI037,Sugarcane,3140.1,3386.0,3263.0,3500.0,2026-01-29,2026-01-29,True,-237.0,0.932,Jorhat Grain Market,Kurukshetra,Haryana
PR001121,2026/01/29,MANDI053,Maize,1853.0,2013.0,1933.0,2090.0,2026-01-29,2026-01-29,True,-157.0,0.925,Panihati Market,Saharanpur,Uttar Pradesh
PR004448,29.01.2026,MANDI020,Sugarcane,3408.89,4023.0,3716.0,3500.0,2026-01-29,2026-01-29,False,216.0,1.062,Kadapa Mandi,Ferozepur,Punjab
PR003034,29/01/2026,MANDI055,Wheat,2375.39,2905.0,2640.12,2275.0,2026-01-29,2026-01-29,False,365.12,1.16,Chandigarh APMC,Bareilly,Uttar Pradesh
PR007708,29.01.2026,MANDI017,Mustard,5582.66,6957.54,6270.1,5650.0,2026-01-29,2026-01-29,False,620.1,1.11,Parbhani Market,Patiala,Punjab
PR000097,01-29-2026,MANDI053,Rice,2051.71,2190.12,2120.92,2183.0,2026-01-29,2026-01-29,True,-62.08,0.972,Panihati Market,Saharanpur,Uttar Pradesh
PR004253,2026-01-29,MANDI001,Wheat,2014.0,2323.04,2014.0,2275.0,2026-01-29,2026-01-29,True,-261.0,0.885,Hyderabad Mandi,Ludhiana,Punjab
PR000092,01-29-2026,MANDI017,Wheat,2138.32,2460.88,2138.32,2275.0,2026-01-29,2026-01-29,True,-136.68,0.94,Parbhani Market,Patiala,Punjab
PR005369,29.01.2026,MANDI014,Mustard,5434.84,6006.18,5721.0,5650.0,2026-01-29,2026-01-29,False,71.0,1.013,Bathinda Grain Market,Patiala,Punjab
PR003377,01-29-2026,MANDI056,Wheat,2057.55,2377.0,2217.04,2275.0,2026-01-29,2026-01-29,True,-57.96,0.975,Bilaspur Mandi,Bareilly,Uttar Pradesh
PR010925,2026-01-29,MANDI052,Wheat,2115.67,2225.0,2170.49,2275.0,2026-01-29,2026-01-29,True,-104.51,0.954,Kakinada APMC,Saharanpur,Uttar Pradesh
PR007713,29.01.2026,MANDI020,Mustard,5132.622,5695.05,5402.76,5650.0,2026-01-29,2026-01-29,True,-247.24,0.956,Kadapa Mandi,Ferozepur,Punjab
PR008031,29-Jan-2026,MANDI032,Cotton,6363.19,6859.23,6611.21,6620.0,2026-01-29,2026-01-29,True,-8.79,0.999,Chapra Grain Market,Ambala,Haryana
PR003494,2026-01-29,MANDI003,Rice,2280.0,2754.89,2517.45,2183.0,2026-01-29,2026-01-29,False,334.45,1.153,Vijayawada Mandi,Ludhiana,Punjab
PR000522,01-29-2026,MANDI051,Sugarcane,3426.0,4074.0,3749.8,3500.0,2026-01-29,2026-01-29,False,249.8,1.071,Gulbarga Market,Saharanpur,Uttar Pradesh
PR000304,01-29-2026,MANDI042,Wheat,2378.81,2677.05,2527.93,2275.0,2026-01-29,2026-01-29,False,252.93,1.111,Erode Mandi,Fatehabad,Haryana
PR009322,2026-01-29,MANDI004,Cotton,5680.0,6479.74,6079.76,6620.0,2026-01-29,2026-01-29,True,-540.24,0.918,Khandwa Grain Market,Ludhiana,Punjab
PR003680,2026/01/29,MANDI043,Sugarcane,3363.03,4149.0,3756.0,3500.0,2026-01-29,2026-01-29,False,256.0,1.073,Danapur Mandi,Agra,Uttar Pradesh
PR009515,2026-01-29,MANDI033,Wheat,2225.96,2611.96,2225.96,2275.0,2026-01-29,2026-01-29,True,-49.04,0.978,South Dumdum Grain Market,Ambala,Haryana
PR010486,2026-01-29,MANDI003,Cotton,6057.0,6878.18,6467.62,6620.0,2026-01-29,2026-01-29,True,-152.38,0.977,Vijayawada Mandi,Ludhiana,Punjab
PR002758,01-29-2026,MANDI004,Rice,2186.61,2485.97,2336.29,2183.0,2026-01-29,2026-01-29,False,153.29,1.07,Khandwa Grain Market,Ludhiana,Punjab
PR002965,29.01.2026,MANDI034,Cotton,5737.0,6148.0,5942.33,6620.0,2026-01-29,2026-01-29,True,-677.67,0.898,Ludhiana Grain Market,Ambala,Haryana
PR010469,30-Jan-2026,MANDI041,Sugarcane,3096.69,3447.0,3272.0,3500.0,2026-01-30,2026-01-30,True,-228.0,0.935,Gurgaon Grain Market,Fatehabad,Haryana
PR005682,2026-01-30,MANDI036,Maize,1848.09,2196.49,2022.29,2090.0,2026-01-30,2026-01-30,True,-67.71,0.968,Mysore Grain Market,Kurukshetra,Haryana
PR009351,30.01.2026,MANDI056,Rice,2022.51,2403.05,2212.78,2183.0,2026-01-30,2026-01-30,False,29.78,1.014,Bilaspur Mandi,Bareilly,Uttar Pradesh
PR011578,30/01/2026,MANDI052,Rice,2271.86,2500.0,2386.0,2183.0,2026-01-30,2026-01-30,False,203.0,1.093,Kakinada APMC,Saharanpur,Uttar Pradesh
PR003539,2026-01-30,MANDI048,Sugarcane,3447.05,3832.5,3650.0,3500.0,2026-01-30,2026-01-30,False,150.0,1.043,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
PR000380,2026-01-30,MANDI046,Maize,2125.0,2602.0,2364.0,2090.0,2026-01-30,2026-01-30,False,274.0,1.131,Baranagar Market,Muzaffarnagar,Uttar Pradesh
PR001475,2026-01-30,MANDI045,Sugarcane,3088.0,3662.56,3088.0,3500.0,2026-01-30,2026-01-30,True,-412.0,0.882,Farrukhabad Mandi,Meerut,Uttar Pradesh
PR003707,30-Jan-2026,MANDI029,Sugarcane,3602.0,4053.34,3827.57,3500.0,2026-01-30,2026-01-30,False,327.57,1.094,Asansol Grain Market,Sirsa,Haryana
PR003055,30/01/2026,MANDI027,Sugarcane,2991.41,3369.92,3181.0,3500.0,2026-01-30,2026-01-30,True,-319.0,0.909,Kochi APMC,Hisar,Haryana
PR009604,30.01.2026,MANDI032,Wheat,1990.95,2463.87,2227.41,2275.0,2026-01-30,2026-01-30,True,-47.59,0.979,Chapra Grain Market,Ambala,Haryana
PR003424,30-Jan-2026,MANDI034,Cotton,6896.19,8455.0,7675.46,6620.0,2026-01-30,2026-01-30,False,1055.46,1.159,Ludhiana Grain Market,Ambala,Haryana
PR007141,30/01/2026,MANDI052,Mustard,5556.66,6606.61,6081.63,5650.0,2026-01-30,2026-01-30,False,431.63,1.076,Kakinada APMC,Saharanpur,Uttar Pradesh
PR006864,30/01/2026,MANDI053,Maize,2016.0,2186.33,2101.3,2090.0,2026-01-30,2026-01-30,False,11.3,1.005,Panihati Market,Saharanpur,Uttar Pradesh
PR011662,2026/01/30,MANDI007,Sugarcane,3669.0,4457.0,4063.14,3500.0,2026-01-30,2026-01-30,False,563.14,1.161,Nashik Mandi,Amritsar,Punjab
PR005409,2026/01/30,MANDI037,Cotton,6886.47,7487.718,7131.16,6620.0,2026-01-30,2026-01-30,False,511.16,1.077,Jorhat Grain Market,Kurukshetra,Haryana
PR007507,30/01/2026,MANDI022,Sugarcane,3250.79,3613.37,3432.0,3500.0,2026-01-30,2026-01-30,True,-68.0,0.981,Eluru APMC,Karnal,Haryana
PR006183,2026-01-30,MANDI033,Maize,2188.0,2539.59,2364.0,2090.0,2026-01-30,2026-01-30,False,274.0,1.131,South Dumdum Grain Market,Ambala,Haryana
PR009224,2026-01-30,MANDI026,Wheat,2122.34,2476.04,2299.19,2275.0,2026-01-30,2026-01-30,False,24.19,1.011,Tadipatri Mandi,Hisar,Haryana
PR002985,30.01.2026,MANDI036,Wheat,2295.31,2653.035,2526.7,2275.0,2026-01-30,2026-01-30,False,251.7,1.111,Mysore Grain Market,Kurukshetra,Haryana
PR011835,30-Jan-2026,MANDI033,Maize,2156.0,2645.0,2400.09,2090.0,2026-01-30,2026-01-30,False,310.09,1.148,South Dumdum Grain Market,Ambala,Haryana
PR002032,30/01/2026,MANDI010,Wheat,2179.0,2517.99,2349.0,2275.0,2026-01-30,2026-01-30,False,74.0,1.033,Dhule APMC,Jalandhar,Punjab
PR011520,2026/01/30,MANDI038,Rice,2131.22,2642.0,2386.83,2183.0,2026-01-30,2026-01-30,False,203.83,1.093,Jalandhar Mandi,Kurukshetra,Haryana
PR009850,30/01/2026,MANDI010,Rice,2395.0449999999996,2755.52,2521.1,2183.0,2026-01-30,2026-01-30,False,338.1,1.155,Dhule APMC,Jalandhar,Punjab
PR008793,2026-01-30,MANDI039,Maize,1937.32,2206.11,2072.0,2090.0,2026-01-30,2026-01-30,True,-18.0,0.991,Anand Grain Market,Kurukshetra,Haryana
PR010887,2026/01/30,MANDI023,Rice,2158.0,2586.3,2372.39,2183.0,2026-01-30,2026-01-30,False,189.39,1.087,Panihati APMC,Karnal,Haryana
PR001177,30.01.2026,MANDI012,Mustard,5829.1,6502.0,6165.4,5650.0,2026-01-30,2026-01-30,False,515.4,1.091,Gaya Grain Market,Patiala,Punjab
PR008589,2026-01-30,MANDI038,Wheat,2202.44,2600.25,2401.0,2275.0,2026-01-30,2026-01-30,False,126.0,1.055,Jalandhar Mandi,Kurukshetra,Haryana
PR005695,01-30-2026,MANDI041,Wheat,1972.07,2230.88,2101.48,2275.0,2026-01-30,2026-01-30,True,-173.52,0.924,Gurgaon Grain Market,Fatehabad,Haryana
PR007572,01-30-2026,MANDI028,Cotton,6785.28,7851.09,7318.18,6620.0,2026-01-30,2026-01-30,False,698.18,1.105,Machilipatnam APMC,Hisar,Haryana
PR009148,30/01/2026,MANDI026,Rice,2006.91,2312.97,2159.94,2183.0,2026-01-30,2026-01-30,True,-23.06,0.989,Tadipatri Mandi,Hisar,Haryana
