trip_id,mandi_id,destination_warehouse,departure_time,arrival_time,transit_hours,distance,distance_unit,vehicle_no,driver_id,distance_km,dep_dt,arr_dt,expected_transit_hours,delay_hours,is_delayed,mandi_name,district,state
TRP001730,MANDI016,WH-West,2026-07-13 09:44:13,13-Jul-2026 13:20:13,3.6,118.61972390000001,miles,,DRV118,190.9,2026-07-13 09:44:13,2026-07-13 13:20:13,5.2,0.0,False,Kulti APMC,Bathinda,Punjab
TRP005571,MANDI021,Export-Terminal,30/07/2026,30/07/2026,2.6,136.4,km,UP 31 AB 7456,,136.4,2026-07-30 00:00:00,2026-07-30 00:00:00,4.0,0.0,False,Guna Mandi,Ferozepur,Punjab
TRP000580,MANDI037,WH-North,08-01-2026 07:37 PM,2026-08-02T14:37:23,19.0,1118.3,km,,DRV266,1118.3,2026-08-01 19:37:00,2026-08-02 14:37:23,25.9,0.0,False,Jorhat Grain Market,Kurukshetra,Haryana
TRP007702,MANDI029,WH-East,2026-04-25T06:13:12,2026-04-25 18:07:12,11.9,693.0,km,PB 41 CD 2898,DRV821,693.0,2026-04-25 06:13:12,2026-04-25 18:07:12,16.4,0.0,False,Asansol Grain Market,Sirsa,Haryana
TRP006370,MANDI045,WH-North,2026-05-21 11:42:52,2026-05-21T14:24:52,2.7,140.8,km,PB71 DF 1347,,140.8,2026-05-21 11:42:52,2026-05-21 14:24:52,4.1,0.0,False,Farrukhabad Mandi,Meerut,Uttar Pradesh
TRP003079,MANDI040,WH-Central,2026-07-14 17:48:17,,2.8,152.6 KM,,PB 27 CD 5644,DRV118,250.0,2026-07-14 17:48:17,,6.6,0.0,False,Jodhpur Market,Fatehabad,Haryana
TRP007201,MANDI044,WH-Central,06-14-2026 10:46 AM,14/06/2026,13.8,518.2,km,HR 63 DF 2966,DRV669,518.2,2026-06-14 10:46:00,2026-06-14 00:00:00,12.5,1.3,True,Dehri Mandi,Agra,Uttar Pradesh
TRP003616,MANDI036,Export-Terminal,2026-03-08T14:54:18,09-Mar-2026 14:24:18,23.5,1080.1,km,HR 61 CD 1601,,1080.1,2026-03-08 14:54:18,2026-03-09 14:24:18,25.0,0.0,False,Mysore Grain Market,Kurukshetra,Haryana
TRP002868,MANDI054,WH-West,2026-02-05 21:56:08,02-06-2026 08:38 PM,22.7,1194.5,km,PB 37 AB 1106,DRV740,1194.5,2026-02-05 21:56:08,2026-02-06 20:38:00,27.5,0.0,False,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh
TRP001492,MANDI050,WH-South,2026-04-15 22:01:24,16/04/2026,11.0,445.0,km,DL 94 BC 3822,,445.0,2026-04-15 22:01:24,2026-04-16 00:00:00,10.9,0.1,False,Durg Market,Muzaffarnagar,Uttar Pradesh
TRP009243,MANDI039,Export-Terminal,03/02/2026,04/02/2026,16.6,684.9,km,RJ 53 AB 6459,,684.9,2026-03-02 00:00:00,2026-04-02 00:00:00,16.2,0.4,False,Anand Grain Market,Kurukshetra,Haryana
TRP006124,MANDI039,WH-North,2026-01-25T11:00:10,25-Jan-2026 13:42:10,2.7,139.5,km,UP 32 AB 7409,DRV414,139.5,2026-01-25 11:00:10,2026-01-25 13:42:10,4.1,0.0,False,Anand Grain Market,Kurukshetra,Haryana
TRP000062,MANDI014,WH-Central,19-Jan-2026 07:40:02,2026-01-19 12:52:02,5.2,229.2,km,HR 26 CD 9362,DRV734,229.2,2026-01-19 07:40:02,2026-01-19 12:52:02,6.1,0.0,False,Bathinda Grain Market,Patiala,Punjab
TRP004798,MANDI017,WH-West,13/08/2026 05:25,2026-08-13 11:43:49,6.3,172.18190410000003,miles,RJ 94 AB 2678,DRV293,277.1,2026-08-13 05:25:00,2026-08-13 11:43:49,7.2,0.0,False,Parbhani Market,Patiala,Punjab
TRP004355,MANDI022,WH-Central,03-11-2026 02:20 AM,03-11-2026 06:02 AM,3.7,216.9,km,HR 76 BC 9989,DRV222,216.9,2026-03-11 02:20:00,2026-03-11 06:02:00,5.8,0.0,False,Eluru APMC,Karnal,Haryana
TRP008404,MANDI029,WH-West,18/02/2026 10:34,02-18-2026 06:04 PM,7.5,435.3,km,PB 57 DF 8334,DRV243,435.3,2026-02-18 10:34:00,2026-02-18 18:04:00,10.7,0.0,False,Asansol Grain Market,Sirsa,Haryana
TRP000403,MANDI022,WH-Central,01-Jul-2026 04:26:10,01-Jul-2026 18:38:10,14.2,738.3,km,DL 53 BC 1222,DRV210,738.3,2026-07-01 04:26:10,2026-07-01 18:38:10,17.4,0.0,False,Eluru APMC,Karnal,Haryana
TRP000333,MANDI003,WH-North,06/05/2026 00:17,06/05/2026 14:53,14.6,835.8,km,UP 46 DF 2641,DRV381,835.8,2026-06-05 00:17:00,2026-06-05 14:53:00,19.6,0.0,False,Vijayawada Mandi,Ludhiana,Punjab
TRP002085,MANDI011,WH-South,2026-07-10 07:24:48,11-Jul-2026 03:18:48,19.9,815.1,km,DL92 CD 5964,DRV164,815.1,2026-07-10 07:24:48,2026-07-11 03:18:48,19.1,0.8,False,Arrah Mandi,Patiala,Punjab
TRP003058,MANDI005,WH-North,2026-01-21 19:54:35,2026-01-22T08:42:35,12.8,595.5,km,DL 91 CD 6836,DRV488,595.5,2026-01-21 19:54:35,2026-01-22 08:42:35,14.2,0.0,False,Bhilwara Grain Market,Amritsar,Punjab
TRP005559,MANDI008,WH-South,03-17-2026 05:57 PM,03-18-2026 08:57 AM,15.0,662.6,km,UP 68 DF 2708,DRV387,662.6,2026-03-17 17:57:00,2026-03-18 08:57:00,15.7,0.0,False,Bijapur Market,Amritsar,Punjab
TRP009730,MANDI053,WH-West,25/05/2026 15:48,2026-05-26T04:30:22,12.7,625.2,km,HR 12 BC 7868,DRV524,625.2,2026-05-25 15:48:00,2026-05-26 04:30:22,14.9,0.0,False,Panihati Market,Saharanpur,Uttar Pradesh
TRP009642,MANDI037,WH-North,2026-04-08T09:57:09,04-08-2026 06:27 PM,8.5,247.36779510000002,miles,RJ 72 BC 3543,DRV518,398.1,2026-04-08 09:57:09,2026-04-08 18:27:00,9.8,0.0,False,Jorhat Grain Market,Kurukshetra,Haryana
TRP000165,MANDI034,WH-West,31/07/2026 15:36,2026-07-31 22:30:39,6.9,403.6,km,DL 52 CD 7128,DRV692,403.6,2026-07-31 15:36:00,2026-07-31 22:30:39,10.0,0.0,False,Ludhiana Grain Market,Ambala,Haryana
TRP004632,MANDI016,WH-North,04-14-2026 11:15 PM,,11.5,681.9,km,PB 87 AB 6150,DRV952,681.9,2026-04-14 23:15:00,,16.2,0.0,False,Kulti APMC,Bathinda,Punjab
TRP002716,MANDI033,WH-East,2026-06-08T17:41:58,,12.6,625.5,km,,DRV519,625.5,2026-06-08 17:41:58,,14.9,0.0,False,South Dumdum Grain Market,Ambala,Haryana
TRP009283,MANDI040,WH-South,03/06/2026 00:24,,4.0,187.5,km,PB 62 DF 9973,DRV613,187.5,2026-03-06 00:24:00,,5.2,0.0,False,Jodhpur Market,Fatehabad,Haryana
TRP007548,MANDI056,WH-Central,2026-07-05T19:42:59,06/07/2026 04:00,8.3,334.2,km,RJ 16 AB 4479,DRV648,334.2,2026-07-05 19:42:59,2026-06-07 04:00:00,8.4,0.0,False,Bilaspur Mandi,Bareilly,Uttar Pradesh
TRP005604,MANDI018,WH-North,29/03/2026 02:14,29/03/2026 10:50,8.6,390.8,km,HR 20 DF 2286,DRV232,390.8,2026-03-29 02:14:00,2026-03-29 10:50:00,9.7,0.0,False,Jaunpur Mandi,Moga,Punjab
TRP006672,MANDI040,Export-Terminal,30/04/2026 14:18,2026-05-01 11:48:16,21.5,1081.6,km,HR95 AB 8044,DRV994,1081.6,2026-04-30 14:18:00,2026-05-01 11:48:16,25.0,0.0,False,Jodhpur Market,Fatehabad,Haryana
TRP002756,MANDI042,WH-West,07-04-2026 06:44 AM,07-04-2026 11:20 PM,16.6,472.4283713,miles,DL 83 BC 4386,DRV144,760.3,2026-07-04 06:44:00,2026-07-04 23:20:00,17.9,0.0,False,Erode Mandi,Fatehabad,Haryana
TRP002877,MANDI021,WH-West,16/06/2026 10:50,16/06/2026 21:26,10.6,626.1,km,PB 43 CD 9796,DRV457,626.1,2026-06-16 10:50:00,2026-06-16 21:26:00,14.9,0.0,False,Guna Mandi,Ferozepur,Punjab
TRP007672,MANDI024,WH-North,2026-08-03T12:46:08,2026-08-04 06:28:08,17.7,940.1,km,HR42 BC 8080,DRV682,940.1,2026-08-03 12:46:08,2026-08-04 06:28:08,21.9,0.0,False,Jaipur Mandi,Karnal,Haryana
TRP001335,MANDI015,Export-Terminal,26-Feb-2026 08:51:17,,26.0,1029.2,km,DL 19 CD 3217,DRV515,1029.2,2026-02-26 08:51:17,,23.9,2.1,True,Amravati Grain Market,Bathinda,Punjab
TRP008676,MANDI012,WH-South,2026-01-10T07:44:42,2026-01-10 11:50:42,4.1,172.4,km,DL 59 CD 5337,DRV858,172.4,2026-01-10 07:44:42,2026-01-10 11:50:42,4.8,0.0,False,Gaya Grain Market,Patiala,Punjab
TRP002865,MANDI038,WH-South,03-Apr-2026 01:27:59,03-Apr-2026 13:03:59,11.6,676.4,km,HR 46 BC 7386,DRV703,676.4,2026-04-03 01:27:59,2026-04-03 13:03:59,16.0,0.0,False,Jalandhar Mandi,Kurukshetra,Haryana
TRP001660,MANDI001,WH-South,06-18-2026 02:53 AM,18/06/2026 05:41,2.8,134.6,km,HR 10 CD 4254,DRV812,134.6,2026-06-18 02:53:00,2026-06-18 05:41:00,4.0,0.0,False,Hyderabad Mandi,Ludhiana,Punjab
TRP004792,MANDI028,Export-Terminal,22-Apr-2026 15:23:45,2026-04-22 19:41:45,4.3,203.1,km,HR42 BC 5611,,203.1,2026-04-22 15:23:45,2026-04-22 19:41:45,5.5,0.0,False,Machilipatnam APMC,Hisar,Haryana
TRP000754,MANDI028,WH-North,18-Jul-2026 09:20:31,19/07/2026,16.6,909.3,km,,DRV795,909.3,2026-07-18 09:20:31,2026-07-19 00:00:00,21.2,0.0,False,Machilipatnam APMC,Hisar,Haryana
TRP003065,MANDI049,WH-Central,2026-06-03T15:49:35,2026-06-04 05:07:35,13.3,568.3 KM,,,DRV507,250.0,2026-06-03 15:49:35,2026-06-04 05:07:35,6.6,6.7,True,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh
TRP008449,MANDI005,Export-Terminal,09/03/2026 21:15,10/03/2026,21.0,860.9,km,UP 55 CD 3944,DRV496,860.9,2026-09-03 21:15:00,2026-10-03 00:00:00,20.1,0.9,False,Bhilwara Grain Market,Amritsar,Punjab
TRP007619,MANDI051,WH-South,2026-02-05T14:19:09,2026-02-06 06:25:09,16.1,809.9,km,,DRV421,809.9,2026-02-05 14:19:09,2026-02-06 06:25:09,19.0,0.0,False,Gulbarga Market,Saharanpur,Uttar Pradesh
TRP000707,MANDI005,WH-North,2026-07-10T08:01:38,,16.8,977.4,km,PB 80 BC 3111,DRV935,977.4,2026-07-10 08:01:38,,22.7,0.0,False,Bhilwara Grain Market,Amritsar,Punjab
TRP002974,MANDI002,WH-South,02-24-2026 06:21 PM,25/02/2026 09:15,14.9,778.5,km,DL 23 BC 1691,DRV550,778.5,2026-02-24 18:21:00,2026-02-25 09:15:00,18.3,0.0,False,Solapur Mandi,Ludhiana,Punjab
TRP000583,MANDI016,WH-East,06/06/2026,2026-06-06 23:14:23,20.0,549.7890608,miles,DL90 CD 9139,DRV307,884.8,2026-06-06 00:00:00,2026-06-06 23:14:23,20.7,0.0,False,Kulti APMC,Bathinda,Punjab
TRP009179,MANDI013,WH-West,27/01/2026,2026-01-28 07:54:53,31.9,742.0,km,RJ 73 CD 3704,DRV897,742.0,2026-01-27 00:00:00,2026-01-28 07:54:53,17.5,14.4,True,Aurangabad Market,Patiala,Punjab
TRP005020,MANDI039,WH-Central,2026-08-02 02:08:54,02-Aug-2026 06:56:54,4.8,282.0,km,DL63 CD 7047,DRV307,282.0,2026-08-02 02:08:54,2026-08-02 06:56:54,7.3,0.0,False,Anand Grain Market,Kurukshetra,Haryana
TRP007144,MANDI019,WH-Central,2026-02-21 08:33:58,22/02/2026,16.6,739.3,km,,DRV821,739.3,2026-02-21 08:33:58,2026-02-22 00:00:00,17.4,0.0,False,Karimnagar Grain Market,Moga,Punjab
TRP004113,MANDI033,WH-North,2026-05-14T11:24:45,,13.7,688.1 KM,,UP 38 DF 2156,DRV761,250.0,2026-05-14 11:24:45,,6.6,7.1,True,South Dumdum Grain Market,Ambala,Haryana
TRP009968,MANDI017,WH-Central,2026-02-25 00:45:08,2026-02-25 15:33:08,14.8,766.2,km,HR 32 BC 8678,DRV903,766.2,2026-02-25 00:45:08,2026-02-25 15:33:08,18.0,0.0,False,Parbhani Market,Patiala,Punjab
TRP003152,MANDI017,WH-North,12/08/2026,2026-08-12 14:27:52,14.4,729.4,km,UP 75 BC 2656,DRV437,729.4,2026-12-08 00:00:00,2026-08-12 14:27:52,17.2,0.0,False,Parbhani Market,Patiala,Punjab
TRP004120,MANDI057,WH-North,14-Apr-2026 15:05:15,,23.3,1030.9,km,UP11 AB 9018,DRV740,1030.9,2026-04-14 15:05:15,,23.9,0.0,False,Gorakhpur APMC,Bareilly,Uttar Pradesh
TRP009939,MANDI017,WH-North,2026-06-01 09:17:25,,5.5,289.5,km,UP75 DF 2083,DRV552,289.5,2026-06-01 09:17:25,,7.4,0.0,False,Parbhani Market,Patiala,Punjab
TRP009346,MANDI053,Export-Terminal,2026-06-03T09:31:22,2026-06-03 15:43:22,6.2,345.4,km,DL 43 DF 6401,DRV957,345.4,2026-06-03 09:31:22,2026-06-03 15:43:22,8.7,0.0,False,Panihati Market,Saharanpur,Uttar Pradesh
TRP001835,MANDI038,WH-West,15/08/2026 14:08,2026-08-15 19:50:37,5.7,330.2,km,DL 26 DF 9569,DRV689,330.2,2026-08-15 14:08:00,2026-08-15 19:50:37,8.3,0.0,False,Jalandhar Mandi,Kurukshetra,Haryana
TRP006271,MANDI017,WH-East,16/08/2026,2026-08-16 15:11:05,4.8,170.6906137,miles,RJ 98 AB 8096,DRV117,274.7,2026-08-16 00:00:00,2026-08-16 15:11:05,7.1,0.0,False,Parbhani Market,Patiala,Punjab
TRP007780,MANDI035,WH-West,2026-05-21 09:52:23,05-22-2026 03:10 AM,17.3,873.9,km,,DRV834,873.9,2026-05-21 09:52:23,2026-05-22 03:10:00,20.4,0.0,False,Guntakal Mandi,Ambala,Haryana
TRP004342,MANDI027,WH-East,19-Apr-2026 01:03:39,2026-04-19T04:51:39,3.8,220.6,km,PB 24 AB 7997,DRV970,220.6,2026-04-19 01:03:39,2026-04-19 04:51:39,5.9,0.0,False,Kochi APMC,Hisar,Haryana
TRP004908,MANDI043,WH-West,20/02/2026,02-21-2026 10:26 AM,13.5,783.6,km,DL 14 DF 9795,DRV254,783.6,2026-02-20 00:00:00,2026-02-21 10:26:00,18.4,0.0,False,Danapur Mandi,Agra,Uttar Pradesh
TRP005555,MANDI014,WH-East,13-Jan-2026 09:50:15,2026-01-14 05:20:15,19.5,861.2,km,HR 52 CD 2410,DRV481,861.2,2026-01-13 09:50:15,2026-01-14 05:20:15,20.1,0.0,False,Bathinda Grain Market,Patiala,Punjab
TRP009990,MANDI022,WH-East,17-Mar-2026 09:04:13,2026-03-18T04:52:13,19.8,672.323422,miles,DL 93 CD 5687,DRV303,1082.0,2026-03-17 09:04:13,2026-03-18 04:52:13,25.0,0.0,False,Eluru APMC,Karnal,Haryana
TRP007884,MANDI057,WH-West,04-Jul-2026 21:39:40,05/07/2026 19:15,26.6,655.9192276,miles,DL 11 BC 5956,DRV535,1055.6,2026-07-04 21:39:40,2026-05-07 19:15:00,24.5,2.1,True,Gorakhpur APMC,Bareilly,Uttar Pradesh
TRP003650,MANDI054,WH-West,2026-04-21 08:51:09,2026-04-21T15:21:09,6.5,347.3,km,RJ 46 BC 4275,DRV149,347.3,2026-04-21 08:51:09,2026-04-21 15:21:09,8.7,0.0,False,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh
TRP001495,MANDI051,WH-West,10/06/2026 03:30,2026-06-10T13:24:57,9.9,543.9,km,,DRV619,543.9,2026-10-06 03:30:00,2026-06-10 13:24:57,13.1,0.0,False,Gulbarga Market,Saharanpur,Uttar Pradesh
TRP002263,MANDI054,Export-Terminal,2026-08-21T10:55:01,21/08/2026,6.8,312.7,km,,DRV671,312.7,2026-08-21 10:55:01,2026-08-21 00:00:00,7.9,0.0,False,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh
TRP002247,MANDI032,WH-East,16/08/2026 23:30,17/08/2026 07:30,8.0,258.490336,miles,UP55 DF 4215,,416.0,2026-08-16 23:30:00,2026-08-17 07:30:00,10.2,0.0,False,Chapra Grain Market,Ambala,Haryana
TRP000836,MANDI055,WH-Central,04/08/2026 18:39,08-05-2026 06:09 PM,23.5,741.1713288,miles,HR96 AB 5883,DRV393,1192.8,2026-04-08 18:39:00,2026-08-05 18:09:00,27.5,0.0,False,Chandigarh APMC,Bareilly,Uttar Pradesh
TRP008729,MANDI004,WH-West,29/08/2026 20:57,30-Aug-2026 05:39:56,8.7,262.46711039999997,miles,HR 36 CD 9886,DRV811,422.4,2026-08-29 20:57:00,2026-08-30 05:39:56,10.4,0.0,False,Khandwa Grain Market,Ludhiana,Punjab
TRP005352,MANDI044,WH-East,30-Apr-2026 09:32:53,05-01-2026 12:02 AM,14.5,679.1,km,DL 17 CD 5585,DRV934,679.1,2026-04-30 09:32:53,2026-05-01 00:02:00,16.1,0.0,False,Dehri Mandi,Agra,Uttar Pradesh
TRP000433,MANDI029,WH-East,08-11-2026 06:19 AM,11-Aug-2026 17:01:31,10.7,432.5,km,UP 24 DF 5381,DRV562,432.5,2026-08-11 06:19:00,2026-08-11 17:01:31,10.6,0.1,False,Asansol Grain Market,Sirsa,Haryana
TRP004964,MANDI022,WH-Central,2026-01-14 23:52:07,15-Jan-2026 14:16:07,14.4,691.9,km,UP 94 DF 3578,,691.9,2026-01-14 23:52:07,2026-01-15 14:16:07,16.4,0.0,False,Eluru APMC,Karnal,Haryana
TRP006078,MANDI053,WH-North,2026-04-24 00:28:44,2026-04-24 21:34:44,21.1,923.3,km,PB69 CD 4460,DRV249,923.3,2026-04-24 00:28:44,2026-04-24 21:34:44,21.5,0.0,False,Panihati Market,Saharanpur,Uttar Pradesh
TRP004203,MANDI048,WH-South,02-23-2026 02:26 PM,2026-02-24T00:20:59,9.9,572.7,km,RJ58 BC 6191,DRV179,572.7,2026-02-23 14:26:00,2026-02-24 00:20:59,13.7,0.0,False,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
TRP008505,MANDI048,Export-Terminal,06-07-2026 02:23 PM,08/06/2026 10:35,20.2,674.0632608,miles,,DRV135,1084.8,2026-06-07 14:23:00,2026-08-06 10:35:00,25.1,0.0,False,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
TRP005124,MANDI052,WH-Central,18-Jun-2026 03:23:26,19/06/2026 01:23,22.0,1124.7,km,HR 55 CD 2151,DRV602,1124.7,2026-06-18 03:23:26,2026-06-19 01:23:00,26.0,0.0,False,Kakinada APMC,Saharanpur,Uttar Pradesh
TRP006755,MANDI048,WH-Central,08/03/2026,08/03/2026 22:52,3.9,158.0,km,PB 77 DF 1675,DRV863,158.0,2026-08-03 00:00:00,2026-08-03 22:52:00,4.5,0.0,False,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
TRP003942,MANDI019,WH-West,20-Jan-2026 00:39:09,2026-01-20 12:03:09,11.4,502.0,km,UP 93 AB 7904,DRV783,502.0,2026-01-20 00:39:09,2026-01-20 12:03:09,12.2,0.0,False,Karimnagar Grain Market,Moga,Punjab
TRP001194,MANDI027,WH-East,28/07/2026 22:29,2026-07-29 16:53:12,18.4,857.1,km,DL 71 CD 2421,DRV231,857.1,2026-07-28 22:29:00,2026-07-29 16:53:12,20.0,0.0,False,Kochi APMC,Hisar,Haryana
TRP007554,MANDI051,WH-Central,02/03/2026 13:00,03-Mar-2026 06:06:52,17.1,825.7 KM,,,DRV634,250.0,2026-02-03 13:00:00,2026-03-03 06:06:52,6.6,10.5,True,Gulbarga Market,Saharanpur,Uttar Pradesh
TRP002907,MANDI040,WH-East,05-Sep-2026 19:35:46,06/09/2026 09:59,14.4,738.0,km,UP 26 BC 1478,DRV588,738.0,2026-09-05 19:35:46,2026-06-09 09:59:00,17.4,0.0,False,Jodhpur Market,Fatehabad,Haryana
TRP005962,MANDI016,Export-Terminal,28-Apr-2026 17:46:14,2026-04-29T14:46:14,21.0,1118.3,km,RJ 49 CD 1705,DRV963,1118.3,2026-04-28 17:46:14,2026-04-29 14:46:14,25.9,0.0,False,Kulti APMC,Bathinda,Punjab
TRP008553,MANDI034,WH-Central,05/03/2026 16:46,,7.3,421.8 KM,,,DRV438,250.0,2026-05-03 16:46:00,,6.6,0.7,False,Ludhiana Grain Market,Ambala,Haryana
TRP000305,MANDI026,Export-Terminal,22/06/2026,,7.6,422.6,km,HR 20 CD 6378,DRV161,422.6,2026-06-22 00:00:00,,10.4,0.0,False,Tadipatri Mandi,Hisar,Haryana
TRP003239,MANDI020,WH-South,20/04/2026 12:42,04-21-2026 10:18 AM,21.6,1134.2,km,PB 60 CD 7848,DRV481,1134.2,2026-04-20 12:42:00,2026-04-21 10:18:00,26.2,0.0,False,Kadapa Mandi,Ferozepur,Punjab
TRP008275,MANDI034,WH-West,2026-05-24T09:07:23,2026-05-24 16:25:23,7.3,401.7 KM,,UP76 BC 6454,DRV578,250.0,2026-05-24 09:07:23,2026-05-24 16:25:23,6.6,0.7,False,Ludhiana Grain Market,Ambala,Haryana
TRP008542,MANDI057,WH-South,03-04-2026 04:59 PM,05-Mar-2026 05:53:52,12.9,720.3,km,UP 53 CD 2215,DRV763,720.3,2026-03-04 16:59:00,2026-03-05 05:53:52,17.0,0.0,False,Gorakhpur APMC,Bareilly,Uttar Pradesh
TRP003674,MANDI040,WH-South,05-Sep-2026 23:04:28,06/09/2026,24.0,1236.5,km,,,1236.5,2026-09-05 23:04:28,2026-06-09 00:00:00,28.5,0.0,False,Jodhpur Market,Fatehabad,Haryana
TRP006969,MANDI054,WH-East,28-Jun-2026 19:00:08,2026-06-29 12:06:08,17.1,708.1,km,RJ54 DF 6278,DRV769,708.1,2026-06-28 19:00:08,2026-06-29 12:06:08,16.7,0.4,False,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh
TRP002730,MANDI046,WH-South,02/04/2026,02/04/2026 07:36,5.0,214.0,km,PB 91 CD 3826,DRV920,214.0,2026-02-04 00:00:00,2026-02-04 07:36:00,5.8,0.0,False,Baranagar Market,Muzaffarnagar,Uttar Pradesh
TRP006551,MANDI042,WH-Central,06-01-2026 08:03 AM,06-01-2026 11:45 AM,3.7,204.2,km,PB 47 CD 6196,DRV596,204.2,2026-06-01 08:03:00,2026-06-01 11:45:00,5.5,0.0,False,Erode Mandi,Fatehabad,Haryana
TRP006508,MANDI044,WH-North,08/01/2026 07:35,2026-01-08 22:59:06,15.4,904.0,km,,DRV182,904.0,2026-08-01 07:35:00,2026-01-08 22:59:06,21.1,0.0,False,Dehri Mandi,Agra,Uttar Pradesh
TRP000434,MANDI034,Export-Terminal,2026-02-14 05:05:24,14/02/2026,11.8,519.6,km,RJ 99 CD 8125,,519.6,2026-02-14 05:05:24,2026-02-14 00:00:00,12.5,0.0,False,Ludhiana Grain Market,Ambala,Haryana
TRP003888,MANDI040,WH-West,2026-02-16T01:30:48,2026-02-16 07:06:48,5.6,275.5,km,PB 30 DF 2448,DRV912,275.5,2026-02-16 01:30:48,2026-02-16 07:06:48,7.1,0.0,False,Jodhpur Market,Fatehabad,Haryana
TRP008570,MANDI053,WH-West,23-Feb-2026 03:51:53,2026-02-23T07:15:53,3.4,192.0,km,,DRV205,192.0,2026-02-23 03:51:53,2026-02-23 07:15:53,5.3,0.0,False,Panihati Market,Saharanpur,Uttar Pradesh
TRP009457,MANDI031,WH-Central,10/08/2026 19:11,10/08/2026 22:35,3.4,146.7,km,,DRV511,146.7,2026-10-08 19:11:00,2026-10-08 22:35:00,4.3,0.0,False,Nangloi Jat Mandi,Sirsa,Haryana
TRP000105,MANDI047,WH-Central,04/04/2026 19:01,2026-04-05 16:25:52,21.4,1023.4,km,RJ 70 AB 6180,DRV623,1023.4,2026-04-04 19:01:00,2026-04-05 16:25:52,23.7,0.0,False,Orai Market,Muzaffarnagar,Uttar Pradesh
TRP005799,MANDI022,WH-South,14/02/2026 20:57,02-15-2026 12:45 AM,3.8,213.6,km,HR 67 DF 4061,DRV197,213.6,2026-02-14 20:57:00,2026-02-15 00:45:00,5.7,0.0,False,Eluru APMC,Karnal,Haryana
TRP001657,MANDI011,WH-West,2026-07-28T10:40:12,2026-07-29T09:34:12,22.9,598.9395069,miles,PB 13 BC 8892,DRV151,963.9,2026-07-28 10:40:12,2026-07-29 09:34:12,22.4,0.5,False,Arrah Mandi,Patiala,Punjab
TRP007415,MANDI023,WH-East,01-Apr-2026 11:56:54,04-02-2026 06:20 AM,18.4,951.9,km,HR 11 AB 7263,DRV485,951.9,2026-04-01 11:56:54,2026-04-02 06:20:00,22.2,0.0,False,Panihati APMC,Karnal,Haryana
TRP001534,MANDI023,WH-Central,2026-05-31T03:15:31,05-31-2026 07:45 AM,4.5,220.8,km,,DRV235,220.8,2026-05-31 03:15:31,2026-05-31 07:45:00,5.9,0.0,False,Panihati APMC,Karnal,Haryana
TRP002987,MANDI054,WH-North,2026-05-10T13:25:07,2026-05-10 17:49:07,4.4,200.3,km,HR 87 BC 1544,DRV334,200.3,2026-05-10 13:25:07,2026-05-10 17:49:07,5.5,0.0,False,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh
TRP008888,MANDI011,WH-Central,25/06/2026 05:28,06-26-2026 01:16 AM,19.8,848.0,km,PB 33 CD 1026,DRV660,848.0,2026-06-25 05:28:00,2026-06-26 01:16:00,19.8,0.0,False,Arrah Mandi,Patiala,Punjab
TRP001333,MANDI026,WH-West,2026-04-30 23:28:45,05-01-2026 07:58 AM,8.5,375.8,km,PB 18 AB 8413,DRV183,375.8,2026-04-30 23:28:45,2026-05-01 07:58:00,9.4,0.0,False,Tadipatri Mandi,Hisar,Haryana
TRP009736,MANDI053,WH-Central,2026-02-07T16:52:14,2026-02-08 03:40:14,10.8,560.5,km,,DRV920,560.5,2026-02-07 16:52:14,2026-02-08 03:40:14,13.5,0.0,False,Panihati Market,Saharanpur,Uttar Pradesh
TRP006725,MANDI056,WH-East,08/09/2026 13:31,09/09/2026 08:49,19.3,846.5,km,,,846.5,2026-08-09 13:31:00,2026-09-09 08:49:00,19.8,0.0,False,Bilaspur Mandi,Bareilly,Uttar Pradesh
TRP005956,MANDI016,Export-Terminal,16-Feb-2026 11:02:12,16/02/2026 17:50,6.8,402.6,km,HR23 DF 1709,DRV569,402.6,2026-02-16 11:02:12,2026-02-16 17:50:00,9.9,0.0,False,Kulti APMC,Bathinda,Punjab
TRP001444,MANDI021,WH-East,23/06/2026,,23.2,911.7,km,RJ 21 CD 5846,DRV233,911.7,2026-06-23 00:00:00,,21.3,1.9,True,Guna Mandi,Ferozepur,Punjab
TRP003435,MANDI038,WH-Central,2026-09-08 23:35:35,,4.6,159.3816615,miles,,DRV119,256.5,2026-09-08 23:35:35,,6.7,0.0,False,Jalandhar Mandi,Kurukshetra,Haryana
TRP000215,MANDI049,WH-Central,2026-06-19T13:44:19,20/06/2026,16.1,941.2,km,HR 33 BC 6984,DRV703,941.2,2026-06-19 13:44:19,2026-06-20 00:00:00,21.9,0.0,False,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh
