arrival_id,date,mandi_id,crop_name,variety,arrival_quantity,unit,farmer_count,arrival_qtl,date_dt,date_str,mandi_name,district,state
ARR0006948,28.02.2026,MANDI002,Wheat,HD-2967,20.832,MT,50,208.32,2026-02-28,2026-02-28,Solapur Mandi,Ludhiana,Punjab
ARR0015621,2026/02/28,MANDI003,Sugarcane,Local,17664.0,Kilo,61,176.64,2026-02-28,2026-02-28,Vijayawada Mandi,Ludhiana,Punjab
ARR0000609,28.02.2026,MANDI029,Mustard,,43.811,Tonnes,32,438.11,2026-02-28,2026-02-28,Asansol Grain Market,Sirsa,Haryana
ARR0006718,28.02.2026,MANDI049,Sugarcane,PBW-343,39810.0,KG,83,398.1,2026-02-28,2026-02-28,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh
ARR0023843,2026/02/28,MANDI025,Wheat,PBW-343,118.61,Qtl,56,118.61,2026-02-28,2026-02-28,Dindigul APMC,Karnal,Haryana
ARR0012043,2026-02-28,MANDI039,Mustard,Hybrid,125.65,Qtl,50,125.65,2026-02-28,2026-02-28,Anand Grain Market,Kurukshetra,Haryana
ARR0020966,2026/02/28,MANDI056,Wheat,Premium,"20,161.0 KG",,140,20.0,2026-02-28,2026-02-28,Bilaspur Mandi,Bareilly,Uttar Pradesh
ARR0010815,02-28-2026,MANDI014,Rice,PBW-343,2.457,MT,50,24.57,2026-02-28,2026-02-28,Bathinda Grain Market,Patiala,Punjab
ARR0022685,28-Feb-2026,MANDI023,Rice,Hybrid,391.47,Qtl,50,391.47,2026-02-28,2026-02-28,Panihati APMC,Karnal,Haryana
ARR0006106,28/02/2026,MANDI034,Mustard,HD-2967,26.806,MT,7,268.06,2026-02-28,2026-02-28,Ludhiana Grain Market,Ambala,Haryana
ARR0004779,2026-02-28,MANDI026,Rice,Premium,211.38 qtl,,127,211.38,2026-02-28,2026-02-28,Tadipatri Mandi,Hisar,Haryana
ARR0006162,2026-02-28,MANDI030,Mustard,PBW-343,45525.0,kg,135,455.25,2026-02-28,2026-02-28,Patiala APMC,Sirsa,Haryana
ARR0012833,02-28-2026,MANDI008,Cotton,HD-2967,43412.0,KGS,101,434.12,2026-02-28,2026-02-28,Bijapur Market,Amritsar,Punjab
ARR0015406,28/02/2026,MANDI008,Mustard,HD-2967,366.5,quintal,68,366.5,2026-02-28,2026-02-28,Bijapur Market,Amritsar,Punjab
ARR0018213,28/02/2026,MANDI041,Wheat,Local,429.76,Quintals,90,429.76,2026-02-28,2026-02-28,Gurgaon Grain Market,Fatehabad,Haryana
ARR0008233,2026-02-28,MANDI038,Rice,HD-2967,437.35,Q,95,437.35,2026-02-28,2026-02-28,Jalandhar Mandi,Kurukshetra,Haryana
ARR0009974,28.02.2026,MANDI027,Cotton,Hybrid,-456.12,KG,50,4.56,2026-02-28,2026-02-28,Kochi APMC,Hisar,Haryana
ARR0022361,2026/02/28,MANDI050,Mustard,PBW-343,32.747,Tonnes,105,327.47,2026-02-28,2026-02-28,Durg Market,Muzaffarnagar,Uttar Pradesh
ARR0012901,2026/02/28,MANDI044,Cotton,,384.79,Q,114,384.79,2026-02-28,2026-02-28,Dehri Mandi,Agra,Uttar Pradesh
ARR0002572,28/02/2026,MANDI054,Mustard,Hybrid,12.606,Tonnes,70,126.06,2026-02-28,2026-02-28,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh
ARR0000088,2026/02/28,MANDI046,Cotton,Local,"6,072.0 KG",,117,6.0,2026-02-28,2026-02-28,Baranagar Market,Muzaffarnagar,Uttar Pradesh
ARR0013831,2026/02/28,MANDI014,Mustard,Local,146.12,Qtl,24,146.12,2026-02-28,2026-02-28,Bathinda Grain Market,Patiala,Punjab
ARR0001143,28.02.2026,MANDI049,Mustard,,10.659,T,111,106.59,2026-02-28,2026-02-28,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh
ARR0004552,28-Feb-2026,MANDI018,Rice,,29.241000000000003,T,67,292.41,2026-02-28,2026-02-28,Jaunpur Mandi,Moga,Punjab
ARR0012043,2026-02-28,MANDI039,Mustard,Hybrid,125.65,Qtl,50,125.65,2026-02-28,2026-02-28,Anand Grain Market,Kurukshetra,Haryana
ARR0023235,28/02/2026,MANDI022,Cotton,HD-2967,481.18 qtl,,50,481.18,2026-02-28,2026-02-28,Eluru APMC,Karnal,Haryana
ARR0008716,03/01/2026,MANDI027,Wheat,Pusa-1121,"24,927.0 KG",,50,24.0,2026-03-01,2026-03-01,Kochi APMC,Hisar,Haryana
ARR0012843,01-Mar-2026,MANDI042,Rice,Pusa-1121,37.943,MT,128,379.43,2026-03-01,2026-03-01,Erode Mandi,Fatehabad,Haryana
ARR0017033,2026-03-01,MANDI044,Cotton,HD-2967,27889.999999999996,Kgs,50,278.9,2026-03-01,2026-03-01,Dehri Mandi,Agra,Uttar Pradesh
ARR0001412,03/01/2026,MANDI039,Wheat,Local,31.01 qtl,,38,31.01,2026-03-01,2026-03-01,Anand Grain Market,Kurukshetra,Haryana
ARR0003667,03-01-2026,MANDI001,Cotton,HD-2967,307.12,quintal,137,307.12,2026-03-01,2026-03-01,Hyderabad Mandi,Ludhiana,Punjab
ARR0023102,2026-03-01,MANDI041,Mustard,Premium,242.65,quintal,142,242.65,2026-03-01,2026-03-01,Gurgaon Grain Market,Fatehabad,Haryana
ARR0001989,03-01-2026,MANDI032,Maize,,432.17,Q,56,432.17,2026-03-01,2026-03-01,Chapra Grain Market,Ambala,Haryana
ARR0019197,03-01-2026,MANDI040,Wheat,HD-2967,-388.79,KG,60,3.89,2026-03-01,2026-03-01,Jodhpur Market,Fatehabad,Haryana
ARR0018867,01-Mar-2026,MANDI030,Sugarcane,Local,39.847,tonnes,50,398.47,2026-03-01,2026-03-01,Patiala APMC,Sirsa,Haryana
ARR0007263,2026-03-01,MANDI033,Mustard,Premium,19.404,MT,134,194.04,2026-03-01,2026-03-01,South Dumdum Grain Market,Ambala,Haryana
ARR0017145,03.01.2026,MANDI052,Cotton,,3283.0,kg,50,32.83,2026-03-01,2026-03-01,Kakinada APMC,Saharanpur,Uttar Pradesh
ARR0010055,03-01-2026,MANDI030,Sugarcane,PBW-343,172.62,quintal,36,172.62,2026-03-01,2026-03-01,Patiala APMC,Sirsa,Haryana
ARR0014192,2026-03-01,MANDI029,Wheat,,"22,626.0 KG",,66,22.0,2026-03-01,2026-03-01,Asansol Grain Market,Sirsa,Haryana
ARR0013670,03-01-2026,MANDI021,Wheat,Hybrid,32900.0,kg,89,329.0,2026-03-01,2026-03-01,Guna Mandi,Ferozepur,Punjab
ARR0022973,01-Mar-2026,MANDI025,Rice,Hybrid,14.200999999999999,T,108,142.01,2026-03-01,2026-03-01,Dindigul APMC,Karnal,Haryana
ARR0018326,01-Mar-2026,MANDI023,Cotton,PBW-343,242.02,quintal,27,242.02,2026-03-01,2026-03-01,Panihati APMC,Karnal,Haryana
ARR0022988,03-01-2026,MANDI023,Rice,PBW-343,8.065999999999999,MT,35,80.66,2026-03-01,2026-03-01,Panihati APMC,Karnal,Haryana
ARR0000418,01-Mar-2026,MANDI019,Rice,Hybrid,62.32,Q,96,62.32,2026-03-01,2026-03-01,Karimnagar Grain Market,Moga,Punjab
ARR0024702,03-01-2026,MANDI047,Sugarcane,Pusa-1121,365.83,quintal,50,365.83,2026-03-01,2026-03-01,Orai Market,Muzaffarnagar,Uttar Pradesh
ARR0021742,03/01/2026,MANDI021,Rice,HD-2967,44.9,quintal,144,44.9,2026-03-01,2026-03-01,Guna Mandi,Ferozepur,Punjab
ARR0005863,2026/03/01,MANDI012,Sugarcane,Local,17230.0,KG,44,172.3,2026-03-01,2026-03-01,Gaya Grain Market,Patiala,Punjab
ARR0016921,03.01.2026,MANDI041,Cotton,HD-2967,49990.0,KGS,81,499.9,2026-03-01,2026-03-01,Gurgaon Grain Market,Fatehabad,Haryana
ARR0009323,2026-03-01,MANDI011,Mustard,Local,25.831,Tonnes,126,258.31,2026-03-01,2026-03-01,Arrah Mandi,Patiala,Punjab
ARR0013061,01-Mar-2026,MANDI017,Cotton,,145.14,Qtl,92,145.14,2026-03-01,2026-03-01,Parbhani Market,Patiala,Punjab
ARR0007633,2026-03-01,MANDI035,Sugarcane,Premium,42852.0,KGS,129,428.52,2026-03-01,2026-03-01,Guntakal Mandi,Ambala,Haryana
ARR0000828,03.01.2026,MANDI057,Rice,Local,258.7,Quintals,111,258.7,2026-03-01,2026-03-01,Gorakhpur APMC,Bareilly,Uttar Pradesh
ARR0003621,03.01.2026,MANDI006,Maize,HD-2967,130.13 qtl,,50,130.13,2026-03-01,2026-03-01,Kochi Mandi,Amritsar,Punjab
ARR0014784,2026/03/01,MANDI023,Mustard,Local,32801.0,kg,118,328.01,2026-03-01,2026-03-01,Panihati APMC,Karnal,Haryana
ARR0017507,03.01.2026,MANDI052,Wheat,,13.261000000000001,Tonnes,25,132.61,2026-03-01,2026-03-01,Kakinada APMC,Saharanpur,Uttar Pradesh
ARR0011475,2026-03-01,MANDI029,Wheat,Local,187.8,Quintals,54,187.8,2026-03-01,2026-03-01,Asansol Grain Market,Sirsa,Haryana
ARR0015996,01-Mar-2026,MANDI004,Wheat,Hybrid,"49,201.0 KG",,102,49.0,2026-03-01,2026-03-01,Khandwa Grain Market,Ludhiana,Punjab
ARR0021347,01-Mar-2026,MANDI034,Maize,Local,448.54,Quintals,112,448.54,2026-03-01,2026-03-01,Ludhiana Grain Market,Ambala,Haryana
ARR0014837,01-Mar-2026,MANDI010,Mustard,Hybrid,49414.0,kg,31,494.14,2026-03-01,2026-03-01,Dhule APMC,Jalandhar,Punjab
ARR0019580,03/01/2026,MANDI007,Wheat,Pusa-1121,4.444,T,94,44.44,2026-03-01,2026-03-01,Nashik Mandi,Amritsar,Punjab
ARR0023506,2026-03-01,MANDI001,Sugarcane,Pusa-1121,77.92 qtl,,95,77.92,2026-03-01,2026-03-01,Hyderabad Mandi,Ludhiana,Punjab
ARR0019310,03/01/2026,MANDI038,Mustard,,10.259,MT,113,102.59,2026-03-01,2026-03-01,Jalandhar Mandi,Kurukshetra,Haryana
ARR0014500,2026-03-01,MANDI036,Sugarcane,Local,219.85,quintal,13,219.85,2026-03-01,2026-03-01,Mysore Grain Market,Kurukshetra,Haryana
ARR0018032,03-01-2026,MANDI019,Sugarcane,Local,88.83 qtl,,77,88.83,2026-03-01,2026-03-01,Karimnagar Grain Market,Moga,Punjab
ARR0018428,2026-03-01,MANDI017,Rice,PBW-343,"15,466.0 KG",,33,15.0,2026-03-01,2026-03-01,Parbhani Market,Patiala,Punjab
ARR0017701,03.01.2026,MANDI025,Mustard,,29249.0,KG,38,292.49,2026-03-01,2026-03-01,Dindigul APMC,Karnal,Haryana
ARR0008782,03-01-2026,MANDI010,Mustard,Pusa-1121,"1,395.0 KG",,132,1.0,2026-03-01,2026-03-01,Dhule APMC,Jalandhar,Punjab
ARR0010387,03/01/2026,MANDI019,Sugarcane,,459.79,Quintals,50,459.79,2026-03-01,2026-03-01,Karimnagar Grain Market,Moga,Punjab
ARR0015081,03/01/2026,MANDI042,Cotton,Pusa-1121,22748.0,Kilo,63,227.48,2026-03-01,2026-03-01,Erode Mandi,Fatehabad,Haryana
ARR0000390,01-Mar-2026,MANDI002,Maize,Hybrid,16.807,Tonnes,56,168.07,2026-03-01,2026-03-01,Solapur Mandi,Ludhiana,Punjab
ARR0006924,2026-03-01,MANDI054,Cotton,Pusa-1121,259.13,quintal,58,259.13,2026-03-01,2026-03-01,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh
ARR0007598,03-01-2026,MANDI045,Cotton,Pusa-1121,"14,484.0 KG",,14,14.0,2026-03-01,2026-03-01,Farrukhabad Mandi,Meerut,Uttar Pradesh
ARR0011751,2026/03/01,MANDI049,Wheat,HD-2967,"1,053.0 KG",,50,1.0,2026-03-01,2026-03-01,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh
ARR0004207,01-Mar-2026,MANDI038,Rice,Hybrid,7.819,T,96,78.19,2026-03-01,2026-03-01,Jalandhar Mandi,Kurukshetra,Haryana
ARR0019219,01-Mar-2026,MANDI016,Maize,Local,16338.999999999998,KGS,50,163.39,2026-03-01,2026-03-01,Kulti APMC,Bathinda,Punjab
ARR0004876,03.01.2026,MANDI040,Cotton,Local,6909.999999999999,Kilo,38,69.1,2026-03-01,2026-03-01,Jodhpur Market,Fatehabad,Haryana
ARR0013150,2026-03-01,MANDI057,Mustard,Pusa-1121,2210.0,kg,48,22.1,2026-03-01,2026-03-01,Gorakhpur APMC,Bareilly,Uttar Pradesh
ARR0011799,2026-03-01,MANDI053,Wheat,Pusa-1121,40572.0,KGS,33,405.72,2026-03-01,2026-03-01,Panihati Market,Saharanpur,Uttar Pradesh
ARR0005281,03/01/2026,MANDI057,Rice,Premium,-226.48,KG,83,2.26,2026-03-01,2026-03-01,Gorakhpur APMC,Bareilly,Uttar Pradesh
ARR0021466,2026-03-01,MANDI012,Wheat,Premium,96.42 qtl,,7,96.42,2026-03-01,2026-03-01,Gaya Grain Market,Patiala,Punjab
ARR0007664,01-Mar-2026,MANDI036,Wheat,,"24,179.0 KG",,50,24.0,2026-03-01,2026-03-01,Mysore Grain Market,Kurukshetra,Haryana
ARR0003258,2026-03-01,MANDI051,Sugarcane,Local,182.48 qtl,,50,182.48,2026-03-01,2026-03-01,Gulbarga Market,Saharanpur,Uttar Pradesh
ARR0001240,03-01-2026,MANDI054,Rice,HD-2967,130.37,qtl,50,130.37,2026-03-01,2026-03-01,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh
ARR0014251,01-Mar-2026,MANDI001,Wheat,HD-2967,12631.0,Kgs,144,126.31,2026-03-01,2026-03-01,Hyderabad Mandi,Ludhiana,Punjab
ARR0024960,03/01/2026,MANDI016,Wheat,Premium,-306.49,KG,50,3.06,2026-03-01,2026-03-01,Kulti APMC,Bathinda,Punjab
ARR0021424,03.01.2026,MANDI034,Sugarcane,HD-2967,21073.0,Kilo,130,210.73,2026-03-01,2026-03-01,Ludhiana Grain Market,Ambala,Haryana
ARR0004882,2026/03/01,MANDI005,Cotton,Local,45799.0,KGS,29,457.99,2026-03-01,2026-03-01,Bhilwara Grain Market,Amritsar,Punjab
ARR0006394,03/01/2026,MANDI054,Cotton,Local,35.374,Tonnes,47,353.74,2026-03-01,2026-03-01,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh
ARR0001599,03-01-2026,MANDI043,Cotton,Local,466.89,Quintals,128,466.89,2026-03-01,2026-03-01,Danapur Mandi,Agra,Uttar Pradesh
ARR0024342,03-01-2026,MANDI004,Cotton,,110.58,Q,52,110.58,2026-03-01,2026-03-01,Khandwa Grain Market,Ludhiana,Punjab
ARR0007998,03.01.2026,MANDI053,Rice,HD-2967,"47,577.0 KG",,28,47.0,2026-03-01,2026-03-01,Panihati Market,Saharanpur,Uttar Pradesh
ARR0012857,2026-03-01,MANDI039,Sugarcane,HD-2967,26358.0,Kgs,50,263.58,2026-03-01,2026-03-01,Anand Grain Market,Kurukshetra,Haryana
ARR0018940,01-Mar-2026,MANDI036,Mustard,HD-2967,280.99,Quintals,134,280.99,2026-03-01,2026-03-01,Mysore Grain Market,Kurukshetra,Haryana
ARR0002802,03.01.2026,MANDI049,Wheat,Pusa-1121,34383.0,Kilo,110,343.83,2026-03-01,2026-03-01,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh
ARR0016853,03/01/2026,MANDI052,Wheat,Hybrid,"24,318.0 KG",,59,24.0,2026-03-01,2026-03-01,Kakinada APMC,Saharanpur,Uttar Pradesh
ARR0014500,2026-03-01,MANDI036,Sugarcane,Local,219.85,quintal,13,219.85,2026-03-01,2026-03-01,Mysore Grain Market,Kurukshetra,Haryana
,01-Mar-2026,MANDI029,Rice,Premium,135.97,quintal,138,135.97,2026-03-01,2026-03-01,Asansol Grain Market,Sirsa,Haryana
ARR0007828,2026-03-01,MANDI022,Wheat,HD-2967,38.448,tonnes,50,384.48,2026-03-01,2026-03-01,Eluru APMC,Karnal,Haryana
ARR0016850,01-Mar-2026,MANDI005,Cotton,PBW-343,"27,080.0 KG",,117,27.0,2026-03-01,2026-03-01,Bhilwara Grain Market,Amritsar,Punjab
ARR0021510,2026-03-01,MANDI056,Rice,Hybrid,-421.88,KG,87,4.22,2026-03-01,2026-03-01,Bilaspur Mandi,Bareilly,Uttar Pradesh
ARR0023883,2026-03-01,MANDI020,Maize,PBW-343,102.78,Quintals,102,102.78,2026-03-01,2026-03-01,Kadapa Mandi,Ferozepur,Punjab
ARR0002959,2026-03-01,MANDI044,Wheat,Local,356.15,Qtl,145,356.15,2026-03-01,2026-03-01,Dehri Mandi,Agra,Uttar Pradesh
ARR0009174,03/01/2026,MANDI057,Maize,Premium,"3,682.0 KG",,53,3.0,2026-03-01,2026-03-01,Gorakhpur APMC,Bareilly,Uttar Pradesh
ARR0005890,03/01/2026,MANDI038,Sugarcane,,25269.0,Kilo,150,252.69,2026-03-01,2026-03-01,Jalandhar Mandi,Kurukshetra,Haryana
ARR0012828,2026/03/01,MANDI044,Mustard,Premium,21632.0,Kgs,111,216.32,2026-03-01,2026-03-01,Dehri Mandi,Agra,Uttar Pradesh
ARR0000094,2026-03-01,MANDI051,Rice,Premium,417.36 qtl,,65,417.36,2026-03-01,2026-03-01,Gulbarga Market,Saharanpur,Uttar Pradesh
ARR0005575,03.01.2026,MANDI039,Wheat,HD-2967,265.31 qtl,,61,265.31,2026-03-01,2026-03-01,Anand Grain Market,Kurukshetra,Haryana
ARR0010155,2026/03/01,MANDI041,Mustard,Pusa-1121,13763.0,Kilo,51,137.63,2026-03-01,2026-03-01,Gurgaon Grain Market,Fatehabad,Haryana
ARR0012288,03/01/2026,MANDI049,Rice,Premium,176.81,qtl,50,176.81,2026-03-01,2026-03-01,Machilipatnam Mandi,Muzaffarnagar,Uttar Pradesh
,03-01-2026,MANDI033,Rice,Premium,205.89,Q,85,205.89,2026-03-01,2026-03-01,South Dumdum Grain Market,Ambala,Haryana
ARR0024811,03/01/2026,MANDI002,Sugarcane,Local,431.36,Quintals,50,431.36,2026-03-01,2026-03-01,Solapur Mandi,Ludhiana,Punjab
ARR0000165,01-Mar-2026,MANDI004,Maize,,12.270999999999999,tonnes,130,122.71,2026-03-01,2026-03-01,Khandwa Grain Market,Ludhiana,Punjab
ARR0018719,2026-03-01,MANDI057,Mustard,HD-2967,16.225,MT,50,162.25,2026-03-01,2026-03-01,Gorakhpur APMC,Bareilly,Uttar Pradesh
ARR0014127,2026-03-01,MANDI026,Maize,Pusa-1121,8570.0,KGS,94,85.7,2026-03-01,2026-03-01,Tadipatri Mandi,Hisar,Haryana
ARR0006405,03-01-2026,MANDI015,Wheat,HD-2967,41.348,tonnes,64,413.48,2026-03-01,2026-03-01,Amravati Grain Market,Bathinda,Punjab
ARR0021032,03-01-2026,MANDI048,Sugarcane,Local,35.356,MT,88,353.56,2026-03-01,2026-03-01,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
ARR0016246,03-01-2026,MANDI016,Sugarcane,Premium,32.004000000000005,tonnes,19,320.04,2026-03-01,2026-03-01,Kulti APMC,Bathinda,Punjab
ARR0005474,2026/03/01,MANDI016,Rice,HD-2967,452.39,Qtl,145,452.39,2026-03-01,2026-03-01,Kulti APMC,Bathinda,Punjab
ARR0012291,2026/03/01,MANDI044,Sugarcane,Pusa-1121,33088.0,KGS,43,330.88,2026-03-01,2026-03-01,Dehri Mandi,Agra,Uttar Pradesh
ARR0021424,03.01.2026,MANDI034,Sugarcane,HD-2967,21073.0,Kilo,130,210.73,2026-03-01,2026-03-01,Ludhiana Grain Market,Ambala,Haryana
ARR0023368,2026-03-01,MANDI037,Sugarcane,PBW-343,20599.0,kg,66,205.99,2026-03-01,2026-03-01,Jorhat Grain Market,Kurukshetra,Haryana
ARR0018984,03/01/2026,MANDI041,Mustard,Local,234.01,Qtl,88,234.01,2026-03-01,2026-03-01,Gurgaon Grain Market,Fatehabad,Haryana
ARR0024186,03-02-2026,MANDI039,Maize,PBW-343,139.06,quintal,50,139.06,2026-03-02,2026-03-02,Anand Grain Market,Kurukshetra,Haryana
,03.02.2026,MANDI023,Rice,Pusa-1121,72.09 qtl,,29,72.09,2026-03-02,2026-03-02,Panihati APMC,Karnal,Haryana
ARR0010079,02-Mar-2026,MANDI007,Maize,,49.126999999999995,MT,46,491.27,2026-03-02,2026-03-02,Nashik Mandi,Amritsar,Punjab
ARR0001210,03/02/2026,MANDI038,Rice,PBW-343,33567.0,Kilo,148,335.67,2026-03-02,2026-03-02,Jalandhar Mandi,Kurukshetra,Haryana
ARR0009067,02-Mar-2026,MANDI020,Sugarcane,Local,1.169,Tonnes,103,11.69,2026-03-02,2026-03-02,Kadapa Mandi,Ferozepur,Punjab
ARR0006752,03.02.2026,MANDI036,Cotton,Premium,37643.0,Kilo,50,376.43,2026-03-02,2026-03-02,Mysore Grain Market,Kurukshetra,Haryana
ARR0000035,02-Mar-2026,MANDI009,Rice,Premium,280.48,quintal,121,280.48,2026-03-02,2026-03-02,Jamshedpur APMC,Jalandhar,Punjab
ARR0005803,02-Mar-2026,MANDI019,Wheat,PBW-343,351.95,Qtl,139,351.95,2026-03-02,2026-03-02,Karimnagar Grain Market,Moga,Punjab
ARR0004219,2026-03-02,MANDI018,Sugarcane,Local,-354.17,Qtl,7,354.17,2026-03-02,2026-03-02,Jaunpur Mandi,Moga,Punjab
ARR0016982,2026-03-02,MANDI047,Sugarcane,Local,-302.01,Qtl,138,302.01,2026-03-02,2026-03-02,Orai Market,Muzaffarnagar,Uttar Pradesh
ARR0011226,03.02.2026,MANDI037,Mustard,Local,277.16,qtl,50,277.16,2026-03-02,2026-03-02,Jorhat Grain Market,Kurukshetra,Haryana
ARR0000035,02-Mar-2026,MANDI009,Rice,Premium,280.48,quintal,121,280.48,2026-03-02,2026-03-02,Jamshedpur APMC,Jalandhar,Punjab
ARR0018054,03/02/2026,MANDI021,Cotton,,71.58,quintal,126,71.58,2026-03-02,2026-03-02,Guna Mandi,Ferozepur,Punjab
ARR0005938,03-02-2026,MANDI010,Rice,Local,400.77,qtl,109,400.77,2026-03-02,2026-03-02,Dhule APMC,Jalandhar,Punjab
ARR0008506,03.02.2026,MANDI024,Rice,Hybrid,74.11,Qtl,96,74.11,2026-03-02,2026-03-02,Jaipur Mandi,Karnal,Haryana
ARR0001420,2026/03/02,MANDI052,Sugarcane,HD-2967,47165.0,Kilo,146,471.65,2026-03-02,2026-03-02,Kakinada APMC,Saharanpur,Uttar Pradesh
ARR0008274,03/02/2026,MANDI005,Rice,,359.06,Quintals,94,359.06,2026-03-02,2026-03-02,Bhilwara Grain Market,Amritsar,Punjab
ARR0024101,2026-03-02,MANDI023,Maize,Hybrid,"38,338.0 KG",,65,38.0,2026-03-02,2026-03-02,Panihati APMC,Karnal,Haryana
ARR0015143,2026/03/02,MANDI017,Rice,Premium,224.11,Quintals,5,224.11,2026-03-02,2026-03-02,Parbhani Market,Patiala,Punjab
ARR0000981,02-Mar-2026,MANDI054,Sugarcane,Pusa-1121,11.322,T,146,113.22,2026-03-02,2026-03-02,Nangloi Jat Grain Market,Saharanpur,Uttar Pradesh
ARR0007842,03-02-2026,MANDI002,Sugarcane,Hybrid,45.62 qtl,,28,45.62,2026-03-02,2026-03-02,Solapur Mandi,Ludhiana,Punjab
ARR0017968,02-Mar-2026,MANDI034,Sugarcane,Hybrid,48.17,tonnes,126,481.7,2026-03-02,2026-03-02,Ludhiana Grain Market,Ambala,Haryana
ARR0000510,03/02/2026,MANDI055,Cotton,Hybrid,449.99,Qtl,138,449.99,2026-03-02,2026-03-02,Chandigarh APMC,Bareilly,Uttar Pradesh
ARR0024046,03/02/2026,MANDI046,Sugarcane,PBW-343,24793.0,Kilo,93,247.93,2026-03-02,2026-03-02,Baranagar Market,Muzaffarnagar,Uttar Pradesh
ARR0016224,03/02/2026,MANDI050,Cotton,Local,"10,672.0 KG",,34,10.0,2026-03-02,2026-03-02,Durg Market,Muzaffarnagar,Uttar Pradesh
ARR0003628,03-02-2026,MANDI022,Maize,PBW-343,5.942,MT,50,59.42,2026-03-02,2026-03-02,Eluru APMC,Karnal,Haryana
ARR0008753,2026/03/02,MANDI026,Maize,HD-2967,452.31 qtl,,50,452.31,2026-03-02,2026-03-02,Tadipatri Mandi,Hisar,Haryana
ARR0015880,2026-03-02,MANDI021,Mustard,Premium,-248.9,KG,82,2.49,2026-03-02,2026-03-02,Guna Mandi,Ferozepur,Punjab
ARR0022025,02-Mar-2026,MANDI004,Cotton,,346.14 qtl,,140,346.14,2026-03-02,2026-03-02,Khandwa Grain Market,Ludhiana,Punjab
ARR0005803,02-Mar-2026,MANDI019,Wheat,PBW-343,351.95,Qtl,139,351.95,2026-03-02,2026-03-02,Karimnagar Grain Market,Moga,Punjab
,02-Mar-2026,MANDI052,Mustard,PBW-343,272.39,Q,124,272.39,2026-03-02,2026-03-02,Kakinada APMC,Saharanpur,Uttar Pradesh
ARR0007188,2026/03/02,MANDI008,Rice,PBW-343,436.48 qtl,,17,436.48,2026-03-02,2026-03-02,Bijapur Market,Amritsar,Punjab
ARR0014687,2026/03/02,MANDI020,Wheat,Hybrid,396.49,Qtl,126,396.49,2026-03-02,2026-03-02,Kadapa Mandi,Ferozepur,Punjab
ARR0014536,03.02.2026,MANDI007,Mustard,Premium,38.517,Tonnes,29,385.17,2026-03-02,2026-03-02,Nashik Mandi,Amritsar,Punjab
ARR0019500,03/02/2026,MANDI046,Wheat,PBW-343,252.73,Q,50,252.73,2026-03-02,2026-03-02,Baranagar Market,Muzaffarnagar,Uttar Pradesh
ARR0012753,03/02/2026,MANDI048,Maize,PBW-343,270.4,Quintals,5,270.4,2026-03-02,2026-03-02,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
ARR0008071,03.02.2026,MANDI009,Wheat,Local,42.272000000000006,MT,51,422.72,2026-03-02,2026-03-02,Jamshedpur APMC,Jalandhar,Punjab
ARR0015022,03/02/2026,MANDI030,Rice,Local,59.32 qtl,,131,59.32,2026-03-02,2026-03-02,Patiala APMC,Sirsa,Haryana
ARR0001282,2026/03/02,MANDI052,Wheat,Hybrid,427.98,qtl,50,427.98,2026-03-02,2026-03-02,Kakinada APMC,Saharanpur,Uttar Pradesh
ARR0000750,2026/03/02,MANDI048,Rice,Pusa-1121,7.991,T,122,79.91,2026-03-02,2026-03-02,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
ARR0002879,03/02/2026,MANDI010,Maize,HD-2967,176.48,qtl,18,176.48,2026-03-02,2026-03-02,Dhule APMC,Jalandhar,Punjab
ARR0007842,03-02-2026,MANDI002,Sugarcane,Hybrid,45.62 qtl,,28,45.62,2026-03-02,2026-03-02,Solapur Mandi,Ludhiana,Punjab
ARR0016610,03/02/2026,MANDI048,Mustard,,50.17,Qtl,62,50.17,2026-03-02,2026-03-02,Chittoor Mandi,Muzaffarnagar,Uttar Pradesh
ARR0012050,2026/03/02,MANDI016,Sugarcane,Premium,19.474,Tonnes,18,194.74,2026-03-02,2026-03-02,Kulti APMC,Bathinda,Punjab
ARR0008257,03/02/2026,MANDI008,Maize,Local,"6,219.0 KG",,62,6.0,2026-03-02,2026-03-02,Bijapur Market,Amritsar,Punjab
ARR0003647,02-Mar-2026,MANDI008,Wheat,Pusa-1121,45655.0,kg,55,456.55,2026-03-02,2026-03-02,Bijapur Market,Amritsar,Punjab
ARR0020879,03.02.2026,MANDI042,Wheat,Local,"29,485.000000000004 KG",,50,29.0,2026-03-02,2026-03-02,Erode Mandi,Fatehabad,Haryana
ARR0021886,03.02.2026,MANDI020,Cotton,Hybrid,57.45 qtl,,43,57.45,2026-03-02,2026-03-02,Kadapa Mandi,Ferozepur,Punjab
